ID;codigoReferenciaMultimedia;codigoReferenciaCliente;ITEM;TIPO;PAÍS;REGIÓN;PROVINCIA;MEDIO;PROGRAMA/CUERPO;CATEGORÍA;TITULO;RESUMEN;FECHA DE EMISIÓN;ENLACE;CM2;SEGUNDOS;VALORIZACIÓN US$;PÁGINA;NIVEL DE LECTURA;PRIMETIME;PORCENTAJE APARICIÓN;CANTIDAD DE CARACTERES;SECCIÓN;AUDIENCIA;LECTURABILIDAD;CIRCULACIÓN;ATRIBUTO(S);Tono Monitoreo;SUBCATEGORÍA
NajD%2bdl7ZquvsY6h703zQA%3d%3d;;;Supersalud;Web;Colombia;Cundinamarca;Bogotá;El Espacio Noticias;elespacionoticias.com;Supersalud;Supersalud exige a las EPS estabilizar los pagos a hospitales y clínicas en todo el país;La Superintendencia Nacional de Salud, en cabeza de Giovanny Rubiano García, lanzó un nuevo llamado a las Entidades Promotoras de Salud ( EPS ) para que estabilicen los giros a las instituciones prestadoras de servicios de salud, tanto públicas como ...;15-09-2025 23:26:00;Enlace;0;0;1950000;0;0;0;0;2355;;0;11000;0;;;
NajD%2bdl7ZquvsY6h703zQA%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Cundinamarca;Bogotá;El Espacio Noticias;elespacionoticias.com;Supersalud;Supersalud exige a las EPS estabilizar los pagos a hospitales y clínicas en todo el país;La Superintendencia Nacional de Salud, en cabeza de Giovanny Rubiano García, lanzó un nuevo llamado a las Entidades Promotoras de Salud ( EPS ) para que estabilicen los giros a las instituciones prestadoras de servicios de salud, tanto públicas como ...;15-09-2025 23:26:00;Enlace;0;0;1950000;0;0;0;0;2355;;0;11000;0;;;
FEY5Gix%2frf5l3fLWBsequw%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Cundinamarca;Bogotá;El Tiempo Colombia;eltiempo.com;Noticias del Sector;Atención: esta es la casa de recreo, apartamentos y lotes que les tienen congelados a los exdirectivos de la Nueva EPS;Además, hizo referencia a una reunión que sostuvo con Cardona y la junta para evaluar la reforma a la salud Lo concreto es que, a la par con la imputación de cargos, que se llevó a cabo el 27 de febrero, se ordenó la prohibición de enajenación de bie ...;15-09-2025 23:44:00;Enlace;0;0;11050000;0;0;0;0;4476;;0;1243333;0;;;
%2fn0jnZypO4kkx0M%2bBg9AJQ%3d%3d;;;Supersalud;Web;Colombia;Cundinamarca;Bogotá;MSN Colombia;msn.com/es-co;Supersalud;Sigue polémica por estrategia de gobierno Petro alrededor de denuncia sobre Nueva EPS;"Le sugerimos: Nueva EPS: Supersalud responde al informe de la Contraloría.
";15-09-2025 23:46:00;Enlace;0;0;5000001,5;0;0;0;0;4007;;0;91000;0;;;
BQ%2bZi8OFWCqe8JvopmbGkQ%3d%3d;;;Supersalud;Medio Impreso;Colombia;Atlántico;Barranquilla;La Libertad;La Libertad - Cuerpo A;Supersalud;Irregularidades detectadas por la Contraloría habían sido identificadas;El superintendente de Salud, Giovanny Rubiano García, respondió al informe de la Contraloría General de la República sobre la crisis administrativa y financiera de la Nueva EPS, afirmando que las irregularidades ya habían sido identificadas por la Su ...;16-09-2025 00:00:00;Enlace;93;0;1966950;7;3;0;11;0;General;0;247298;82432;;;
B4nQEOWUXrXCvJg%2fI25%2fsg%3d%3d;;;Supersalud;Medio Impreso;Colombia;Cundinamarca;Bogotá;El Tiempo Colombia;El Tiempo;Supersalud;Choque por crisis de la Nueva EPS;Humor con referencia a la Supersalud y Contraloría.;16-09-2025 00:00:00;Enlace;104;0;14653995,4;13;1;0;7;0;Opinión;0;644779;356000;;;
8ezjITYBAqphQn9DTvn84A%3d%3d;;;Supersalud;Medio Impreso;Colombia;Cundinamarca;Bogotá;El Espectador;El Espectador;Supersalud;Nueva EPS: Supersalud responde a la Contraloría;Luego de que se conociera el informe completo de la Contraloría sobre la situación de Nueva EPS, la Superintendencia de Salud le respondió. La Supersalud concluyó que Nueva EPS atraviesa una crisis financiera y ya había ordenado un plan para aclarar ...;16-09-2025 00:00:00;Enlace;535;0;37130771,52;9;2;0;34;0;Vivir;0;582000;300000;;;
7s5saciBXvRpY54894AaJQ%3d%3d;;;Ministerio de Salud y Protección Social;Web;Colombia;Cundinamarca;Bogotá;MSN Colombia;msn.com/es-co;Noticias del Sector;Anestesiólogos advierten escasez de medicamento clave para atención de embarazadas en Colombia: ¿de cuál se trata?;"Anestesiólogos advierten escasez de medicamento clave para atención de embarazadas en Colombia: ¿de cuál se trata?.
hizo un llamado urgente al Ministerio de Salud y Protección Social y al Invima, solicitando: Definir acciones concretas e inmediatas ...";16-09-2025 00:06:00;Enlace;0;0;5000001,5;0;0;0;0;2996;;0;91000;0;;;
54hDkp4M%2fVieerlyMgc2PQ%3d%3d;;;MinSalud;Web;Colombia;Magdalena;Santa Marta;El Informador Magdalena;elinformador.com.co;Noticias del Sector;TERMÓMETRO POLÍTICO;"en la Gobernación de Carlos Caicedo, quedó bajo la lupa del Ministerio de Salud tras detectarse graves irregularidades en la ejecución de los recursos destinados a los llamados Equipos Básicos en Salud.
";16-09-2025 00:33:00;Enlace;0;0;3700053,5;0;0;0;0;4703;;0;18142,53;0;;;
8%2b0jKhOWM6AcKA5yUWzSug%3d%3d;;;Ministerio de Salud y Protección Social;Web;Colombia;Casanare;Yopal;Radio Noticias Casanare;radionoticiascasanare.com;Noticias del Sector;Hospital Regional de la Orinoquía aclara el proceso de remisiones médicas;"En el caso particular de los pacientes cubiertos por SOAT o ADRES, el Hospital Regional de la Orinoquía, adelanta el trámite inicial de la remisión, presentado al paciente ante la red de atención de dichas aseguradoras.
De acuerdo con la Resolución ...";16-09-2025 00:43:00;Enlace;0;0;2100800;0;0;0;0;3056;;0;21000;0;;;
7h40VU%2bfHODh8UUb0SDG9A%3d%3d;;;Supersalud;Medio Impreso;Colombia;Cundinamarca;Bogotá;El Tiempo Colombia;El Tiempo;Supersalud;Choque entre Supersalud y Contraloría por la situación de la Nueva EPS;La situación administrativa y financiera de la Nueva EPS ha generado un pulso entre la Contraloría General de la República y la Superintendencia Nacional de Salud. La Contraloría advierte de un panorama crítico con riesgos de detrimento patrimonial, ...;16-09-2025 01:20:51;Enlace;21;0;2845436;1;2;0;1;0;Portada;0;644779;356000;;;
7h40VU%2bfHODh8UUb0SDG9A%3d%3d;;;Superintendencia Nacional de Salud;Medio Impreso;Colombia;Cundinamarca;Bogotá;El Tiempo Colombia;El Tiempo;Supersalud;Choque entre Supersalud y Contraloría por la situación de la Nueva EPS;La situación administrativa y financiera de la Nueva EPS ha generado un pulso entre la Contraloría General de la República y la Superintendencia Nacional de Salud. La Contraloría advierte de un panorama crítico con riesgos de detrimento patrimonial, ...;16-09-2025 01:20:51;Enlace;21;0;2845436;1;2;0;1;0;Portada;0;644779;356000;;;
rcl0STg1YHf55e%2ffFL%2b%2bUQ%3d%3d;;;Supersalud;Medio Impreso;Colombia;Cundinamarca;Bogotá;El Tiempo Colombia;El Tiempo;Supersalud;Fiscalía presenta acusación contra exdirectivos;La Fiscalía General de la Nación presentó una acusación contra José F. Cardona Uribe, presidente de Nueva EPS entre 2009 y 2024, por permitir la presentación de estados financieros falsos ante la Supersalud, con un perjuicio estimado en 70.566 millon ...;16-09-2025 01:21:03;Enlace;241;0;31041120;4;2;0;17;0;Colombia;0;644779;356000;;;
6dx%2fOavv4sKUGTu7mPFsRw%3d%3d;;;Supersalud;Medio Impreso;Colombia;Cundinamarca;Bogotá;El Tiempo Colombia;El Tiempo;Supersalud;Choque entre Supersalud y Contraloría por la situación de la Nueva EPS;La situación administrativa y financiera de la Nueva EPS ha generado un pulso entre la Contraloría General de la República y la Superintendencia Nacional de Salud. La Contraloría advierte de un panorama crítico con riesgos de detrimento patrimonial, ...;16-09-2025 01:21:03;Enlace;441;0;56908720;4;2;0;31;0;Colombia;0;644779;356000;;;
6dx%2fOavv4sKUGTu7mPFsRw%3d%3d;;;Superintendencia Nacional de Salud;Medio Impreso;Colombia;Cundinamarca;Bogotá;El Tiempo Colombia;El Tiempo;Supersalud;Choque entre Supersalud y Contraloría por la situación de la Nueva EPS;La situación administrativa y financiera de la Nueva EPS ha generado un pulso entre la Contraloría General de la República y la Superintendencia Nacional de Salud. La Contraloría advierte de un panorama crítico con riesgos de detrimento patrimonial, ...;16-09-2025 01:21:03;Enlace;441;0;56908720;4;2;0;31;0;Colombia;0;644779;356000;;;
2YO6oVkMOpZeTNtcn4OlHQ%3d%3d;;;Supersalud;Medio Impreso;Colombia;Norte de Santander;Cúcuta;La Opinión Colombia;La Opinión - Cuerpo A;Supersalud;Ordenan a la Nueva EPS aclarar pagos observados por La Contraloría;El superintendente nacional de Salud, Giovanny Rubiano, ordenó a la Nueva EPS ejecutar un plan intensivo de reuniones con los prestadores de servicios de salud para legalizar, mediante actas, a qué facturas se deben aplicar los pagos observados por l ...;16-09-2025 01:25:56;Enlace;274;0;4384000;11;2;0;25;0;Actualidad;0;197400;65800;;;
QtHQeKUYZSf73ODM8jfiPQ%3d%3d;;;Supersalud;Web;Colombia;Cundinamarca;Bogotá;MSN Colombia;msn.com/es-co;Supersalud;El Gobierno de Petro choca con la Contraloría por la crisis de la Nueva EPS;"Para la Superintendencia de Salud que hace parte del Ejecutivo e intervino la EPS en abril de 2024, en cambio, se trata de un problema contable, que se debe a la falta de un paso operacional para aclarar qué pagos se han hecho debidamente.
En Nariño ...";16-09-2025 01:57:00;Enlace;0;0;5000001,5;0;0;0;0;6044;;0;91000;0;;;
j6kTPRQdRGrKrvxGHaaSpg%3d%3d;;;Supersalud;Medio Impreso;Colombia;Atlántico;Barranquilla;El Heraldo Colombia;El Heraldo - Cuerpo A;Supersalud;Choque entre Supersalud y la Contraloría por la Nueva EPS;El pasado 9 de septiembre, la Contraloría encendió alertas sobre presuntas irregularidades en la Nueva EPS, intervenida por el Gobierno nacional. Se hallaron irregularidades en anticipos, facturas sin auditar, cuentas por pagar y reservas técnicas. S ...;16-09-2025 02:50:37;Enlace;744;0;13076800;9;2;0;64;0;País;0;177045;31137;;;
sH6VlBuUD%2bCuhhbbDvfEpQ%3d%3d;;;Supersalud;Web;Colombia;Cundinamarca;Bogotá;Revista Corrientes;revistacorrientes.com;Supersalud;Los Pantallazos. Noticias del 16 de septiembre;"La Supersalud ha ordenado a la entidad un plan de acción con los prestadores de servicios.
";16-09-2025 03:19:00;Enlace;0;0;3000075;0;0;0;0;5085;;0;45000;0;;;
79cR%2fo8YAJjr2aufzIqOqg%3d%3d;;;Supersalud;Medio Impreso;Colombia;Antioquia;Medellín;El Colombiano;El Colombiano;Supersalud;Fiscalía acusa a exdirectivos de Nueva EPS por desvío de $70.500 millones;La Fiscalía General de la Nación acusó a cuatro exdirectivos de la Nueva EPS por peculado por apropiación, fraude procesal, falsedad en documento privado y omisión de control en el sector salud. La acusación menciona un esquema de ocultamiento de fac ...;16-09-2025 03:35:44;Enlace;589;0;22299540;13;2;0;54;0;Colombia;0;1538617;461585;;;
rUJv6d%2bddLgjjy6lPylTyw%3d%3d;;;MinSalud;Medio Impreso;Colombia;Magdalena;Santa Marta;El Informador Magdalena;El Informador;Noticias del Sector;"""Medico en casa"": ¿una estafa?";El Ministerio de Salud detectó graves irregularidades en la ejecución de recursos públicos en Magdalena, donde varios hospitales no presentaron reportes de gastos, a pesar de haber recibido más de $164 mil millones en los últimos cuatro años para ate ...;16-09-2025 04:36:45;Enlace;72;0;1015300;2;1;0;8;0;Política;0;409500;45000;;;
JJBsODEjgv2z0dmbHeavnw%3d%3d;;;Superintendencia Nacional de Salud;Radio;Colombia;Cundinamarca;Bogotá;La FM;Noticiero de la FM;Supersalud;Superintendencia aclara pagos de la Nueva EPS ante Contraloría General;La Superintendencia Nacional de Salud respondió al informe de la Contraloría General sobre el estado financiero de la Nueva EPS, aclarando que los recursos entregados a la entidad no son anticipos sino pagos por servicios ya prestados. Este tema, abo ...;16-09-2025 05:44:54;Enlace;0;113;7345000;0;0;0;0;0;;80000;0;0;;;
CNRxgiFQss3IrX8eyuNA6Q%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Tolima;Ibagué;Ecos del Combeima;ecosdelcombeima.com;Noticias del Sector;Por acción de Tutela, Procuraduría logró que EPS atendiera de manera inmediata y prioritaria tratamiento de diálisis a 40 pacientes en Amazonas;Es de resaltar que la Acción de Tutela involucra a la Unidad Renal del Amazonas, a la Superintendencia Nacional de Salud y la Secretaría de Salud Departamental, y está orientada a obtener la protección de los derechos fundamentales de salud, vida en ...;16-09-2025 06:45:00;Enlace;0;0;2203500;0;0;0;0;1536;;0;102193;0;;;
C5kufqU%2faSblvm2eUoDOIA%3d%3d;;;Supersalud;Web;Colombia;Tolima;Ibagué;El Irreverente Ibagué;elirreverenteibague.com;Supersalud;Alcaldía logró compromisos entre Famisanar y Marcazsalud para entrega oportuna de medicamentos a usuarios - EL IRREVERENTE;"Alcaldía logró compromisos entre Famisanar y Marcazsalud para entrega oportuna de medicamentos a usuarios - El irreverente Ibagué.
Ante los más recientes hallazgos en Marcazsalud, farmacia que presta su servicio en la entrega de medicamentos a usuar ...";16-09-2025 07:35:00;Enlace;0;0;2102750;0;0;0;0;2416;;0;65090;0;;;
v8HgvXbsIfdWkdSVp%2b2yBA%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Cundinamarca;Bogotá;Consultor Salud;consultorsalud.com;Noticias del Sector;Procuraduría logra vía tutela que Nueva EPS garantice acceso inmediato a diálisis para 40 pacientes en Amazonas;Instituciones del sector salud vinculadas al fallo judicial El proceso judicial involucra directamente a la Unidad Renal del Amazonas, a la Superintendencia Nacional de Salud y a la Secretaría de Salud Departamental, quienes deberán articularse para ...;16-09-2025 07:45:00;Enlace;0;0;2080000;0;0;0;0;6803;;0;20000;0;;;
tdPUPbCTKqFzq1gza3BVNA%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Cundinamarca;Bogotá;Colmundo;colmundoradio.com.co;Noticias del Sector;Nueva EPS deberá garantizar diálisis inmediata a 40 pacientes en Amazonas tras tutela de la Procuraduría;"La acción involucra a la Unidad Renal del Amazonas, la Superintendencia Nacional de Salud y la Secretaría de Salud Departamental, entidades que deberán asegurar el cumplimiento de la orden.
";16-09-2025 07:48:00;Enlace;0;0;3700053,5;0;0;0;0;1749;;0;21000;0;;;
6pnUDP%2bRMhCzZgJVwIXlpQ%3d%3d;;;Supersalud;Web;Colombia;Tolima;Ibagué;El Nuevo Día;elnuevodia.com.co;Supersalud;Famisanar y Marcazsalud acuerdan entrega de medicamentos en Ibagué;"Famisanar y Marcazsalud, dos de las farmacias que realizan entrega de medicamentos en Ibagué, se comprometieron a mejorar el servicio.
Ante los más recientes hallazgos en Marcazsalud, farmacia que presta su servicio en la entrega de medicamentos a u ...";16-09-2025 08:06:00;Enlace;0;0;3700053,5;0;0;0;0;3122;;0;48322;0;;;
VuLxkha0kghCFKCSY5uoxA%3d%3d;;;Supersalud;Web;Colombia;Cundinamarca;Bogotá;RTVC Noticias;rtvcnoticias.com;Supersalud;"Presidente rechaza que el Gobierno asuma la millonaria deuda de Nueva EPS: ""esa es la responsabilidad de sus propietarios""";"Según Petro, la propia junta directiva habría desviado hasta 5 billones de pesos, presentando además informes contables distintos al Ministerio de Salud y a la Supersalud para acceder a recursos públicos.
";16-09-2025 08:15:00;Enlace;0;0;2100800;0;0;0;0;3783;;0;85000;0;;;
BQ%2f5ahAalmsT8ENPFUb%2fdw%3d%3d;;;Supersalud;Web;Colombia;Tolima;Ibagué;El Olfato;elolfato.com;Supersalud;Famisanar y Marcazsalud tendrán que garantizar entrega de medicamentos en Ibagué;"Famisanar y Marcazsalud tendrán que garantizar entrega de medicamentos en Ibagué Luego de una mesa de trabajo pública entre los entes de control y los usuarios, se logró una serie de compromisos para garantizar el servicio.
Escrito por: Adrián Vaneg ...";16-09-2025 08:45:00;Enlace;0;0;2007648,5;0;0;0;0;2813;;0;308869;0;;;
xfNKp5pQxwovRCCHRQsMhg%3d%3d;;;Supersalud;Web;Colombia;Tolima;Ibagué;Ecos del Combeima;ecosdelcombeima.com;Supersalud;SuperSalud pide a Nueva EPS legalizar pago de facturas;El superintendente Nacional de Salud, Giovanny Rubiano García, ordenó a la Nueva EPS un plan intensivo para que se reúna con prestadores y legalice mediante actas a qué facturas, estos deben aplicar los pagos que ya han recibido por servicios prestad ...;16-09-2025 08:45:00;Enlace;0;0;2203500;0;0;0;0;3891;;0;102193;0;;;
ncKzWT2qhf8cUX46YjAtNg%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Tolima;Ibagué;Ecos del Combeima;ecosdelcombeima.com;Noticias del Sector;Por acción de Tutela, Procuraduría logró que EPS atendiera de manera inmediata y prioritaria tratamiento de diálisis a 40 pacientes en Amazonas;Es de resaltar que la Acción de Tutela involucra a la Unidad Renal del Amazonas, a la Superintendencia Nacional de Salud y la Secretaría de Salud Departamental, y está orientada a obtener la protección de los derechos fundamentales de salud, vida en ...;16-09-2025 08:45:00;Enlace;0;0;2203500;0;0;0;0;1536;;0;102193;0;;;
BQ%2f5ahAalmsT8ENPFUb%2fdw%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Tolima;Ibagué;El Olfato;elolfato.com;Supersalud;Famisanar y Marcazsalud tendrán que garantizar entrega de medicamentos en Ibagué;"Famisanar y Marcazsalud tendrán que garantizar entrega de medicamentos en Ibagué Luego de una mesa de trabajo pública entre los entes de control y los usuarios, se logró una serie de compromisos para garantizar el servicio.
Escrito por: Adrián Vaneg ...";16-09-2025 08:45:00;Enlace;0;0;2007648,5;0;0;0;0;2813;;0;308869;0;;;
V0iqSyohmdaV5IxTCgWVkQ%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Cundinamarca;Bogotá;Consultor Salud;consultorsalud.com;Noticias del Sector;Gobierno propone reforma al modelo de salud del FOMAG para mejorar atención y sostenibilidad;Gobierno propone un nuevo modelo de atención en salud El Gobierno planteó transformar el FOMAG en materia de salud hacia un modelo con adscripción directa al Ministerio de Salud y la Administradora de los Recursos del Sistema General de Seguridad Soc ...;16-09-2025 08:45:00;Enlace;0;0;2080000;0;0;0;0;7494;;0;20000;0;;;
RAXmXfv3bPRUGIgm6o5KxA%3d%3d;;;Ministerio de Salud y Protección Social;Web;Colombia;Cundinamarca;Bogotá;Consultor Salud;consultorsalud.com;Noticias del Sector;Red de Salud del Centro E.S.E. alcanza verificación del 100% en atención primaria en Cali;"alcanzó un cumplimiento del 100% en la verificación realizada por el Ministerio de Salud y Protección Social, en el marco de la Resolución 1895 de 2023..
";16-09-2025 08:45:00;Enlace;0;0;2080000;0;0;0;0;4528;;0;20000;0;;;
tcNX7bDDibmtM%2f7t1WGhgA%3d%3d;;;Supersalud;Web;Colombia;Cundinamarca;Bogotá;Blu Radio;bluradio.com;Supersalud;Gobierno mantendrá la intervención de Famisanar EPS hasta 2026;"Recordemos que Famisanar fue intervenida en septiembre de 2023 debido a problemas financieros y a un incremento en el número de quejas de los usuarios, lo que llevó a la SuperSalud a asumir la administración temporal.
";16-09-2025 08:47:00;Enlace;0;0;5525000;0;0;0;0;1629;;0;223333;0;;;
tcNX7bDDibmtM%2f7t1WGhgA%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Cundinamarca;Bogotá;Blu Radio;bluradio.com;Supersalud;Gobierno mantendrá la intervención de Famisanar EPS hasta 2026;"Recordemos que Famisanar fue intervenida en septiembre de 2023 debido a problemas financieros y a un incremento en el número de quejas de los usuarios, lo que llevó a la SuperSalud a asumir la administración temporal.
";16-09-2025 08:47:00;Enlace;0;0;5525000;0;0;0;0;1629;;0;223333;0;;;
973Rg3%2bdzFi1EeJeCqtt6A%3d%3d;;;Supersalud;Web;Colombia;Antioquia;Medellín;El Colombiano;elcolombiano.com;Supersalud;"Gobierno Petro prorrogará por otro año la intervención a Famisanar EPS; ¿por qué?";"EL COLOMBIANO confirmó esta decisión del sector salud, que quedará en firme con la firma de un decreto del Ministerio de Salud o del Gobierno Nacional.
Como será el tercer año de estar intervenida, la orden debe ser expedida por alguna de dos esas e ...";16-09-2025 09:04:00;Enlace;0;0;4550864,5;0;0;0;0;948;;0;3500000;0;;;
isHjopohO4e1djwoESHW4w%3d%3d;;;Supersalud;Web;Colombia;Cesar;Valledupar;News Caribe;newscaribe.com;Supersalud;Ganadero de 87 años es liberado tras 75 días de secuestro;"( Lea también: Supersalud ordena a la Nueva EPS legalizar pagos a prestadores ).
";16-09-2025 09:04:00;Enlace;0;0;2102750;0;0;0;0;2180;;0;223333;0;;;
sspJx7sFV%2bZxaCfpB96sMw%3d%3d;;;Supersalud;Web;Colombia;Cesar;Valledupar;News Caribe;newscaribe.com;Supersalud;Supersalud ordena a la Nueva EPS legalizar pagos a prestadores;"El Superintendente Nacional de Salud, Giovanny Rubiano García, ordenó a la Nueva EPS implementar un plan intensivo con sus prestadores para legalizar mediante actas los pagos que ya han recibido.
Rubiano precisó que los hallazgos ya habían sido dete ...";16-09-2025 09:04:00;Enlace;0;0;2102750;0;0;0;0;2540;;0;223333;0;;;
T6zGoUqZGno%2fNTvlKmuJnA%3d%3d;;;Supersalud;Web;Colombia;Tolima;Ibagué;A la Luz Pública;alaluzpublica.com;Supersalud;Alcaldía logró compromisos entre Famisanar y Marcazsalud para entrega oportuna de medicamentos a usuarios - A La Luz Pública - Noticias de Colombia;Ante los más recientes hallazgos en Marcazsalud, farmacia que presta su servicio en la entrega de medicamentos a usuarios de la EPS Famisanar, y que la Secretaría de Salud de Ibagué evidenció estanterías vacías, manejo inadecuado de la información y ...;16-09-2025 09:16:00;Enlace;0;0;2405000;0;0;0;0;3497;;0;42210;0;;;
4wsLalb9oThxmXr8rhB3ng%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Cundinamarca;Bogotá;Caracol;caracol.com.co;Noticias del Sector;"""Las urgencias de los menores de edad deben atenderse"": Sec de salud de Manizales";"Sí, nosotros interpusimos una acción popular en contra del Ministerio de Hacienda, Ministerio de Salud, Superintendencia Nacional de Salud y la nueva EPS, dijo Gómez.
La Secretaría de Salud de Manizales está a la espera de las decisiones tomadas por ...";16-09-2025 10:11:00;Enlace;0;0;5525000;0;0;0;0;1635;;0;276666;0;;;
a%2bp3qyBobmyC6fwe8XF0EA%3d%3d;;;Superintendencia Nacional de Salud;Radio;Colombia;Cundinamarca;Bogotá;Blu Radio;Mañanas Blu;Supersalud;Prórroga de intervención a EPS Famisanar;El Gobierno Nacional decidió extender la intervención de la EPS Famisanar por un año más, ante las persistentes dificultades financieras y problemas en la atención a los afiliados. La Superintendencia Nacional de Salud había agotado sus facultades, p ...;16-09-2025 10:29:17;Enlace;0;89;10235801;0;0;0;0;0;;1014321;0;0;;;
jFcdxxoeK26CZFJ60XA1kg%3d%3d;;;Ministerio de Salud y Protección Social;Web;Colombia;Santander;Bucaramanga;Corrillos;corrillos.com.co;Noticias del Sector;La Guajira refuerza su red de salud con cinco nuevos CAPS;En un esfuerzo por mejorar la atención primaria en salud y cerrar brechas históricas en el acceso a servicios médicos, el departamento de La Guajira contará con cinco nuevos Centros de Atención Primaria en Salud ( CAPS ), según anunció el Ministerio ...;16-09-2025 10:35:00;Enlace;0;0;1625000;0;0;0;0;1831;;0;30000;0;;;
jDoU%2bvvvJEPIsHUI1UNrAg%3d%3d;;;Supersalud;Redes Sociales;Colombia;Cundinamarca;Bogotá;Twitter;Twitter;Supersalud;Juana_Dulce;"#SalvemosALaTigra
¡La vida de @SoyLaTigra está en riesgo! @ComfamiliarRda y @NuevaEPS_ le niegan atención urgente. 

¡No permitamos esto! Compartamos y etiquetemos para que #LaTigra reciba la atención que requiere .@Supersalud 

 #DerechoALaSalud @MO ...";16-09-2025 10:41:10;Enlace;0;0;0;0;0;0;0;287;;0;0;0;;;
34x%2bEjeFeLqenu2ab4QXYQ%3d%3d;;;MinSalud;Web;Colombia;Cundinamarca;Bogotá;Consultor Salud;consultorsalud.com;Noticias del Sector;La Guajira tendrá cinco nuevos CAPS para fortalecer la atención primaria en salud;El Ministerio de Salud y Protección Social (Minsalud) anunció el inicio de la segunda etapa del proyecto de construcción de Centros de Atención Primaria en Salud (CAPS) en La Guajira, con el propósito de garantizar un acceso digno, integral y cultura ...;16-09-2025 10:45:00;Enlace;0;0;2080000;0;0;0;0;8041;;0;20000;0;;;
4SROIwBMT45Ekcj6nHE06w%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Meta;Villavicencio;TDI Colombia;tdicolombia.com.co;Noticias del Sector;"""Es una de las distorsiones más grandes del Estado colombiano"" - TDI Colombia Television";Las cuentas no les cuadran Reiteró su llamado al seguimiento ciudadano a las acciones de los miembros de la Comisión Séptima del Senado, cuya responsabilidad es el estudio y debate de la reforma a la salud pero que, contrario a ello, se han opuesto y ...;16-09-2025 10:46:00;Enlace;0;0;2401750;0;0;0;0;3965;;0;16000;0;;;
UyoSNvHLmEZd3HTLwTR%2bPA%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Cundinamarca;Bogotá;MSN Colombia;msn.com/es-co;Noticias del Sector;Nadia Blel cuestiona campaña sobre la salud desplegada por el Gobierno: “Quieren desviar la atención”;Los ministerios y entidades del Estado están haciendo publicaciones en relación a la reforma a la salud, cuyo trámite en el Congreso se reinicia esta semana, y enfocadas también en la Nueva EPS, la entidad prestadora del servicio de salud que es la m ...;16-09-2025 10:50:00;Enlace;0;0;5000001,5;0;0;0;0;2518;;0;91000;0;;;
YaNnFl3YqDVT8OoVV%2b4K%2fA%3d%3d;;;Supersalud;Web;Colombia;Cundinamarca;Bogotá;Infobae Colombia;infobae.com/america/colombia;Supersalud;Gobierno Petro tiene listo el borrador con el cual la EPS Famisanar seguirá intervenida por el Estado hasta septiembre de 2026;"Sin embargo, la normativa vigente limita a la Superintendencia de Salud la facultad de ordenar prórrogas a un máximo de dos años, por lo que la extensión hasta 2026 debe ser decretada directamente por la Presidencia de la República.
La medida será f ...";16-09-2025 11:07:00;Enlace;0;0;7800000;0;0;0;0;2121;;0;1000000;0;;;
YaNnFl3YqDVT8OoVV%2b4K%2fA%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Cundinamarca;Bogotá;Infobae Colombia;infobae.com/america/colombia;Supersalud;Gobierno Petro tiene listo el borrador con el cual la EPS Famisanar seguirá intervenida por el Estado hasta septiembre de 2026;"Sin embargo, la normativa vigente limita a la Superintendencia de Salud la facultad de ordenar prórrogas a un máximo de dos años, por lo que la extensión hasta 2026 debe ser decretada directamente por la Presidencia de la República.
La medida será f ...";16-09-2025 11:07:00;Enlace;0;0;7800000;0;0;0;0;2121;;0;1000000;0;;;
uebZmQ77xWdMqS%2bZIniYSQ%3d%3d;;;Ministerio de Salud y Protección Social;Web;Colombia;Cundinamarca;Bogotá;HSB Noticias;hsbnoticias.com;Noticias del Sector;Alarman en Nariño cifras de suicidio: 62 casos se registran en lo corrido del año;"En este contexto, durante el comité se anunció la implementación del Código Dorado, una estrategia impulsada por el Ministerio de Salud y Protección Social.
";16-09-2025 11:26:00;Enlace;0;0;3700034;0;0;0;0;3421;;0;81437,4;0;;;
2GYZJvlzdMnGNE0i8dPfOw%3d%3d;;;Ministerio de Salud y Protección Social;Web;Colombia;Nariño;Pasto;Diario Del Sur;diariodelsur.com.co;Noticias del Sector;Alarman en Nariño cifras de suicidio: 62 casos se registran en lo corrido del año - Diario del Sur;"En este contexto, durante el comité se anunció la implementación del Código Dorado, una estrategia impulsada por el Ministerio de Salud y Protección Social.
";16-09-2025 11:29:00;Enlace;0;0;3700034;0;0;0;0;3595;;0;91450;0;;;
